Poder,Poder_texto,Poder_orden,Poder_imagen,Jurisdiccion,Jurisdiccion_texto,Jurisdiccion_orden,Jurisdiccion_imagen,Administracion,Administracion_texto,Administracion_imagen,Nivel1,Nivel1_texto,Nivel1_imagen,Nivel2,Nivel2_texto,Nivel2_imagen,Nivel3,Nivel3_texto,Nivel3_imagen,Mes,Devengado Anterior,Sancionado,Presupuestado,Comprometido,Devengado,Pagado,Leyenda_Fecha_Act,Cod. Ejercicio Presupuestario
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINTUR - Ministerio de Turismo,,11,quien/MINTUR.jpg,ADM DESC MINTUR - Administración Descentralizada del Ministerio de Turismo,,quien/adm_desc.svg,APN - Administración de Parques Nacionales,"<b>Titular:</b> CARLOS ENRIQUE CORVALÁN<br /><b>Suplente:</b> DANIEL RAMOS<br /><b>Dirección:</b> ALSINA 1418 PISO 4º PISO, (1088) CAPITAL FEDERAL<br /><b>Teléfonos:</b> 4311-0303, Fax: 4311-0303",quien/APN.jpg,DGRRHH - Dirección de Recursos Humanos y Capacitación,,quien/default.jpg,Programa 19 - Formacion y Capacitacion,,,12,"2,59485935","8,113819","8,113819","2,91888039","2,74314528","2,74294997",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINTUR - Ministerio de Turismo,,11,quien/MINTUR.jpg,ADM DESC MINTUR - Administración Descentralizada del Ministerio de Turismo,,quien/adm_desc.svg,APN - Administración de Parques Nacionales,"<b>Titular:</b> CARLOS ENRIQUE CORVALÁN<br /><b>Suplente:</b> DANIEL RAMOS<br /><b>Dirección:</b> ALSINA 1418 PISO 4º PISO, (1088) CAPITAL FEDERAL<br /><b>Teléfonos:</b> 4311-0303, Fax: 4311-0303",quien/APN.jpg,DNINT - Dirección Nacional de Interior,,quien/default.jpg,Programa 17 - Conservacion y Administracion de Areas Naturales Protegidas,,,12,"308,35863463","386,413397","448,722312","354,6941198","337,40706867","320,51310139",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINTUR - Ministerio de Turismo,,11,quien/MINTUR.jpg,ADM DESC MINTUR - Administración Descentralizada del Ministerio de Turismo,,quien/adm_desc.svg,APN - Administración de Parques Nacionales,"<b>Titular:</b> CARLOS ENRIQUE CORVALÁN<br /><b>Suplente:</b> DANIEL RAMOS<br /><b>Dirección:</b> ALSINA 1418 PISO 4º PISO, (1088) CAPITAL FEDERAL<br /><b>Teléfonos:</b> 4311-0303, Fax: 4311-0303",quien/APN.jpg,GUIP - Gerente Unidad Implementadora del Proyecto,,quien/default.jpg,Programa 20 - Areas Protegidas y Conservacion de Corredores (BIRF Nº 7520/AR Comp.3),,,12,"13,44096468","107,64","118,158571","27,75998792","27,59299792","27,55534292",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINTUR - Ministerio de Turismo,,11,quien/MINTUR.jpg,ADM DESC MINTUR - Administración Descentralizada del Ministerio de Turismo,,quien/adm_desc.svg,APN - Administración de Parques Nacionales,"<b>Titular:</b> CARLOS ENRIQUE CORVALÁN<br /><b>Suplente:</b> DANIEL RAMOS<br /><b>Dirección:</b> ALSINA 1418 PISO 4º PISO, (1088) CAPITAL FEDERAL<br /><b>Teléfonos:</b> 4311-0303, Fax: 4311-0303",quien/APN.jpg,GUIP - Gerente Unidad Implementadora del Proyecto,,quien/default.jpg,Programa 21 - Conservacion de la Biodiversidad (GEF TF Nº 094428/AR),,,12,0,"32,6195","16,1645",0,0,0,Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINTUR - Ministerio de Turismo,,11,quien/MINTUR.jpg,ADM DESC MINTUR - Administración Descentralizada del Ministerio de Turismo,,quien/adm_desc.svg,APN - Administración de Parques Nacionales,"<b>Titular:</b> CARLOS ENRIQUE CORVALÁN<br /><b>Suplente:</b> DANIEL RAMOS<br /><b>Dirección:</b> ALSINA 1418 PISO 4º PISO, (1088) CAPITAL FEDERAL<br /><b>Teléfonos:</b> 4311-0303, Fax: 4311-0303",quien/APN.jpg,UCEFE - Unidad de Coordinación de Ejecución de Financiamiento Externo,,quien/default.jpg,Programa 23 - Programa de Desarrollo de Corredores Turisticos (BID Nº 2606/OC,,,12,"5,84704056","55,821","40,763","12,23600057","9,66548692","9,61640824",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,MINTUR - Ministerio de Turismo,,11,quien/MINTUR.jpg,ADM DESC MINTUR - Administración Descentralizada del Ministerio de Turismo,,quien/adm_desc.svg,INPROTUR - Instituto Nacional de Promoción Turística,,quien/INPROTUR.jpg,Programa 16 - Promocion del Turismo Receptivo Internacional,,quien/default.jpg,,,,12,"641,93881602","501,793","741,60676","455,02469002","430,46834886","400,80280283",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,CAFFTEF - Comité Administrativo para el Fondo Fiduciario de Transporte Eléctrico Federal,,quien/default.jpg,Programa 77 - Acciones para la Ampliacion de las Redes Electricas de Alta Tension (BID Nº 1764 y N° 2514 y CAF Nº 8517 y  Nº 6566),,quien/default.jpg,,,,12,"2388,30684099","3047,320921","2072,730521","1639,62520269","1597,07154069","1409,3836063",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,DIRNACARQ - Dirección Nacional de Arquitectura,,quien/default.jpg,Programa 25 - Ejecucion de Obras de Arquitectura,,quien/default.jpg,,,,12,"1269,68553188","1716,756564","1271,234817","1149,92313836","1138,79667018","1084,19316115",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,INPRES - Instituto Nacional de Prevención Sísmica,,quien/INPRES.jpg,Programa 30 - Prevencion Sismica,,quien/default.jpg,,,,12,"22,41101506","34,955968","37,622978","34,3276534","33,28515014","33,03255703",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SECENERG - Secretaria de Energía,,quien/SECENERG.jpg,Programa 5 - Actividades Comunes a los Programas de Energia,,quien/default.jpg,,,,12,"62,61481766","96,627228","150,14047","97,19121642","95,95478745","78,37901912",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SECENERG - Secretaria de Energía,,quien/SECENERG.jpg,Programa 75 - Acciones para el Uso Racional y Eficiente de la Energia (BIRF Nº 7617),,quien/default.jpg,,,,12,"56,19290505","237,37431","277,37431","105,49253621","99,12963606","78,88635247",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SECENERG - Secretaria de Energía,,quien/SECENERG.jpg,Programa 78 - Desarrollo Energetico Provincial,,quien/default.jpg,,,,12,"944,50686974","1218,213741","1218,213741","1013,44996587","982,34899352","930,98868751",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SECMIN - Secretaría de Minería,,quien/SECMIN.jpg,Programa 32 - Formulacion y Ejecucion de la Politica Geologico,,quien/default.jpg,,,,12,"92,44633816","167,690324","229,342324","131,4099799","123,49200286","115,46942122",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SECOBRAS - Secretaría de Obras Públicas,,quien/SECOBRAS.jpg,Programa 7 - Actividades Comunes a los Programas de Obras Publicas,,quien/default.jpg,,,,12,"34,43229107","41,70115","61,74475","47,3209634","47,17309332","46,2295969",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SECOM - Secretaría de Comunicaciones,,quien/SECOM.jpg,Programa 58 - Asistencia y Coordinacion de Politicas de Comunicaciones,,quien/default.jpg,,,,12,"5,29151889","232,837391","232,837391","90,49965072","89,95657138","88,40719431",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSCOMB - Subsecretaría de Combustibles,,quien/SSCOMB.jpg,Programa 73 - Formulacion y Ejecucion de Politica de Hidrocarburos,,quien/default.jpg,,,,12,"2791,72951632","3962,976962","9792,744531","8176,64658162","7941,81975753","7902,23651389",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSCOORDOBRAS - Subsecretaría de Coordinación de Obra Pública Federal,,quien/SSCOORDOBRAS.jpg,Programa 86 - Apoyo para el Dessarrollo de Infraestructura Urbana en Munic,,quien/default.jpg,,,,12,"156,65328707","204,858176","82,986566","60,59950182","60,22197597","60,11327458",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSDESURB - Subsecretaría de Desarrollo Urbano y Vivienda,,quien/SSDESURB.jpg,Programa 10 - Actividades Comunes a los Programas de Vivienda,,quien/default.jpg,,,,12,"83,01771425","81,940595","143,629525","117,00941372","115,30694492","111,86548894",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSDESURB - Subsecretaría de Desarrollo Urbano y Vivienda,,quien/SSDESURB.jpg,Programa 42 - Acciones para el Desarrollo de la Infraestructura Social (BID Nº 2662 OC,,quien/default.jpg,,,,12,"595,15135226","598,115286","1525,514286","1334,7317242","1365,17743926","1317,5826588",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSDESURB - Subsecretaría de Desarrollo Urbano y Vivienda,,quien/SSDESURB.jpg,"Programa 43 - Desarrollo de la Infraestructura Habitacional ""TECHO DIGNO""",,quien/default.jpg,,,,12,"6406,06669987","10084,256968","8488,256968","7573,18796517","7463,96791531","7153,16167056",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSDESURB - Subsecretaría de Desarrollo Urbano y Vivienda,,quien/SSDESURB.jpg,Programa 44 - Acciones para el Mejoramiento Habitacional e Infraestructura Basica,,quien/default.jpg,,,,12,"3472,18185572","3530,710475","5809,710475","4928,30925136","4839,23251016","4647,67553242",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSDESURB - Subsecretaría de Desarrollo Urbano y Vivienda,,quien/SSDESURB.jpg,Programa 45 - Fortalecimiento Comunitario del Habitat,,quien/default.jpg,,,,12,"2966,80687948","2608,720605","4132,720605","3436,27156086","3430,15077211","3340,53909113",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSDESURB - Subsecretaría de Desarrollo Urbano y Vivienda,,quien/SSDESURB.jpg,Programa 46 - Urbanizacion de Villas y Asentamientos Precarios,,quien/default.jpg,,,,12,"1054,99485899","1641,885245","1337,885245","1187,78571134","1182,54216289","1104,38629058",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSELECT - Subsecretaría de Energía Eléctrica,,quien/SSELECT.jpg,Programa 74 - Formulacion y Ejecucion de la Politica de Energia Electrica,,quien/default.jpg,,,,12,"78635,72559216","78735,38299","92936,583605","92079,23359583","92030,37703861","85947,3600776",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSOBRAS - Subsecretaría de Obras Públicas,,quien/SSOBRAS.jpg,,,,,,,12,"2675,25190315","545,95757","5436,86271","4639,13455157","4461,49707358","4177,63038649",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,SSRECHID - Subsecretaría de Recursos Hídricos,,quien/SSRECHID.jpg,Programa 19 - Recursos Hidricos,,quien/default.jpg,,,,12,"569,41436517","419,071845","481,708879","380,77536329","376,1612845","329,27757101",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,UCyPFE - Unidad de Coordinación de Programas y Proyectos con Financiamiento Externo,,quien/default.jpg,"Programa 83 - Desarrollo de la Infraestructura Vial Productiva (BID Nº 2185, Nº 2929 y Nº 2655 y CAF Nº 7352; Nº 8026, N° 8653 y S/N)",,quien/default.jpg,,,,12,"1722,31886465","1014,227006","2714,574921","2091,88899895","1972,8692556","1971,82599687",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,UCyPFE - Unidad de Coordinación de Programas y Proyectos con Financiamiento Externo,,quien/default.jpg,"Programa 85 - Acciones Hidricas y Viales Norte Grande (BID 1843, 1851, 2776 y  2698, CAF 6568, 7864,  8028; 8593; 8640 y BIRF 7991, 7992 y8032",,quien/default.jpg,,,,12,"3264,80758016","3849,141882","4358,078076","3952,52308705","3288,58330605","3257,34156273",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,"UEPESC - Unidad Ejecutora de Préstamo ""Mas Escuelas""",,quien/UEPESC.jpg,"Programa 89 - Acciones para ""Mas Escuelas, Mejor Educacion"" (BID Nº 1345, Nº 1966 y Nº 2424 y S/N y CAF Nº 7908)",,quien/default.jpg,,,,12,"794,96103093","1013,965541","2143,019605","1919,47350556","1854,47350556","1633,32091893",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,"UNIDAD MTRO MINPLAN - Unidad Ministro de Planificación Federal, Inversión Pública y Servicios",,quien/MINPLAN.jpg,Programa 1 - Actividades Centrales,,quien/default.jpg,,,,12,"550,25291689","1513,255342","1576,063939","1263,30334397","1196,29540309","1149,51899437",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,"UNIDAD MTRO MINPLAN - Unidad Ministro de Planificación Federal, Inversión Pública y Servicios",,quien/MINPLAN.jpg,Programa 59 - Formulacion y Ejecucion de Politicas de Inclusion Digital,,quien/default.jpg,,,,12,"989,63563744","1265,261737","2865,414919","2608,39880752","2472,41257168","2083,61788407",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM CTRAL MINPLAN - Administración Central del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_ctral.svg,"UNIDAD MTRO MINPLAN - Unidad Ministro de Planificación Federal, Inversión Pública y Servicios",,quien/MINPLAN.jpg,"Programa 94 - Asistencia Financiera a Empresas Publicas y Entes Binacionales (BID Nº 2048 y Nº 2613 y CAF Nº 4724, Nº 8086, N° 8083 y N° 8079)",,quien/default.jpg,,,,12,"1094,87797503","1890,043","1305,07485","703,34875393","703,34875393","703,34875393",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM DESC MINPLAN - Administración Descentralizada del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_desc.svg,CNC - Comisión Nacional de Comunicaciones,,quien/CNC.jpg,CCCTE - Coordinación Centros de Comprobación Técnica de Emisiones,,quien/default.jpg,Programa 18 - Administracion del Espectro  Radioelectrico,,,12,"68,98743179","77,455945","88,637288","70,43360812","65,22117761","64,94581592",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM DESC MINPLAN - Administración Descentralizada del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_desc.svg,CNC - Comisión Nacional de Comunicaciones,,quien/CNC.jpg,CNCE - Comisión Nacional de Comunicaciones,,quien/CNCE.jpg,Programa 1 - Actividades Centrales,,,12,"258,10723139","309,223069","404,240764","335,92889292","309,86289339","307,83758537",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM DESC MINPLAN - Administración Descentralizada del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_desc.svg,CNC - Comisión Nacional de Comunicaciones,,quien/CNC.jpg,DSERVPOST - Directorio - Gerencia de Servicios Postales,,quien/default.jpg,Programa 17 - Control de los Servicios Postales,,,12,"20,33342054","22,974859","27,416742","24,45019833","23,66717398","23,52637636",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM DESC MINPLAN - Administración Descentralizada del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_desc.svg,CNC - Comisión Nacional de Comunicaciones,,quien/CNC.jpg,GCONTROL - Gerencia de Control,,quien/default.jpg,Programa 16 - Control de los Servicios de Telecomunicaciones,,,12,"142,48596103","181,836382","232,259401","195,72008765","188,23931161","185,49779474",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM DESC MINPLAN - Administración Descentralizada del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_desc.svg,CNC - Comisión Nacional de Comunicaciones,,quien/CNC.jpg,INGENIERÍA - Gerencia de Ingeniería,,quien/default.jpg,Programa 23 - Administracion de Recursos Tecnicos de Telecomunicaciones y Radiocomunicaciones,,,12,"36,01591948","51,592745","55,463251","53,90796625","51,52587563","51,46464563",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM DESC MINPLAN - Administración Descentralizada del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_desc.svg,CONAE - Comisión Nacional de Actividades Espaciales,,quien/CONAE.jpg,CONAE - Comisión Nacional de Actividades Espaciales,,quien/CONAE.jpg,Programa 1 - Actividades Centrales,,,12,"125,77034234","143,677615","173,268015","158,85799194","140,09276771","136,35585449",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM DESC MINPLAN - Administración Descentralizada del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_desc.svg,CONAE - Comisión Nacional de Actividades Espaciales,,quien/CONAE.jpg,CONAE - Comisión Nacional de Actividades Espaciales,,quien/CONAE.jpg,Programa 2 - Actividades Comunes a los Programas 16 y 17,,,12,"1,08223582","1,422","1,693","1,2367143","1,2367143","1,2065143",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM DESC MINPLAN - Administración Descentralizada del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_desc.svg,CONAE - Comisión Nacional de Actividades Espaciales,,quien/CONAE.jpg,DIREJEC - Dirección Ejecutiva y Técnica,,quien/default.jpg,Programa 17 - Investigacion y Desarrollo de Medios de Acceso al Espacio,,,12,"335,11000551","190,915","334,817","318,4846856","311,73921354","246,82179017",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
PODEJEC - Poder Ejecutivo Nacional,,4,quien/PODEJEC.jpg,"MINPLAN - Ministerio de Planificación Federal, Inversión Pública y Servicios",,12,quien/MINPLAN.jpg,"ADM DESC MINPLAN - Administración Descentralizada del Ministerio de Planificación Federal, Inversión Pública y Servicios",,quien/adm_desc.svg,CONAE - Comisión Nacional de Actividades Espaciales,,quien/CONAE.jpg,DIREJEC - Dirección Ejecutiva y Técnica,,quien/default.jpg,Programa 18 - Reconversion de la Planta Industrial Falda del Carmen,,,12,"0,745832","0,02","2,337","1,98447624","1,98447624","1,29751559",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
